file,gameName,stateClass,status,moves,durationMs,error
Shashki,Shashki,ShashkiState,PLAYOUT_FAIL,0,116,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
The Babylonian,The Babylonian,TheBabylonianState,OK,639,124,
Unnamed Dutch Draughts Game,Unnamed Dutch Draughts Game,UnnamedDutchDraughtsGameState,PLAYOUT_FAIL,0,132,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Ahtarah Guti,Ahtarah Guti,AhtarahGutiState,PLAYOUT_FAIL,0,44,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Alquerque,Alquerque,AlquerqueState,OK,2500,41,
Awithlaknan Mosona,Awithlaknan Mosona,AwithlaknanMosonaState,OK,2500,39,
Bara Guti (Bihar),Bara Guti (Bihar),BaraGutiBiharState,OK,142,32,
Bara Guti,Bara Guti,BaraGutiState,OK,233,36,
Bis Gutiya,Bis Gutiya,BisGutiyaState,OK,598,36,
Buudal,Buudal,BuudalState,OK,38,25,
Challis Ghutia (Titagarh),Challis Ghutia (Titagarh),ChallisGhutiaTitagarhState,OK,1354,80,
Claim Jumpers,Claim Jumpers,ClaimJumpersState,PLAYOUT_FAIL,0,66,NullPointerException: Cannot invoke "java.util.Map.keySet()" because the return value of "other.state.State.mapRememberingValues()" is null
Crand,Crand,CrandState,OK,11,48,
Dablot Prejjesne,Dablot Prejjesne,DablotPrejjesneState,OK,954,136,
Dam (Singapore),Dam (Singapore),DamSingaporeState,OK,346,40,
Dam Hariman,Dam Hariman,DamHarimanState,PLAYOUT_FAIL,0,36,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Dama (Alquerque),Dama (Alquerque),DamaAlquerqueState,OK,90,60,
Dash Guti,Dash Guti,DashGutiState,OK,2500,25,
Egara Guti,Egara Guti,EgaraGutiState,OK,2500,25,
Ethiopian Capture Game,Ethiopian Capture Game,EthiopianCaptureGameState,OK,70,31,
Felli,Felli,FelliState,OK,2500,44,
Fetach,Fetach,FetachState,OK,153,34,
Game of Solomon,Game of Solomon,GameOfSolomonState,OK,53,54,
Gol Ekuish,Gol Ekuish,GolEkuishState,OK,2500,29,
Hewakam Keliya,Hewakam Keliya,HewakamKeliyaState,PLAYOUT_FAIL,0,52,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Kaua Dorki,Kaua Dorki,KauaDorkiState,OK,97,32,
Kharbaga,Kharbaga,KharbagaState,OK,10,40,
Kharberg,Kharberg,KharbergState,OK,2500,71,
Kolowis Awithlaknannai,Kolowis Awithlaknannai,KolowisAwithlaknannaiState,OK,2500,45,
Kotu Ellima,Kotu Ellima,KotuEllimaState,OK,2500,46,
La Dama,La Dama,LaDamaState,OK,180,57,
Lam Pusri,Lam Pusri,LamPusriState,PLAYOUT_FAIL,0,48,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Lau Kata Kati,Lau Kata Kati,LauKataKatiState,OK,197,23,
Meurimueng-rimueng Peuet Ploh,Meurimueng-rimueng Peuet Ploh,MeurimuengRimuengPeuetPlohState,PLAYOUT_FAIL,0,86,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Mogul Putt'han,Mogul Putt'han,MogulPuttHanState,PLAYOUT_FAIL,0,42,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Mughal Pathan,Mughal Pathan,MughalPathanState,PLAYOUT_FAIL,0,52,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Nei-Pat-Kono,Nei-Pat-Kono,NeiPatKonoState,OK,57,26,
Padaivettu,Padaivettu,PadaivettuState,OK,976,43,
Pam Pait,Pam Pait,PamPaitState,OK,324,42,
Pasang,Pasang,PasangState,OK,119,83,
Peralikatuma,Peralikatuma,PeralikatumaState,PLAYOUT_FAIL,0,59,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Permainan-Tabal,Permainan-Tabal,PermainanTabalState,PLAYOUT_FAIL,0,74,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Pretwa,Pretwa,PretwaState,PLAYOUT_FAIL,0,40,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Ram Tir,Ram Tir,RamTirState,OK,1076,69,
Ratti-Chitti-Bakri,Ratti-Chitti-Bakri,RattiChittiBakriState,OK,1537,92,
Satoel,Satoel,SatoelState,PLAYOUT_FAIL,0,93,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Spoing,Spoing,SpoingState,OK,11,1224,
Sumi Naga Game (War),Sumi Naga Game (War),SumiNagaGameWarState,PLAYOUT_FAIL,0,38,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Tavelspel,Tavelspel,TavelspelState,PLAYOUT_FAIL,0,89,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Terhuchu (Small),Terhuchu (Small),TerhuchuSmallState,OK,422,31,
Terhuchu,Terhuchu,TerhuchuState,OK,2500,66,
Throngs,Throngs,ThrongsState,OK,2,2456,
Tsukkalavde,Tsukkalavde,TsukkalavdeState,PLAYOUT_FAIL,0,39,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Tuknanavuhpi,Tuknanavuhpi,TuknanavuhpiState,OK,2500,58,
Zamma,Zamma,ZammaState,OK,10,95,
Cage,Cage,CageState,OK,158,129,
Caturvimsatikosthakatmiki Krida,Caturvimsatikosthakatmiki Krida,CaturvimsatikosthakatmikiKridaState,OK,108,28,
Challis Ghutia,Challis Ghutia,ChallisGhutiaState,PLAYOUT_FAIL,0,56,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Chameleons,Chameleons,ChameleonsState,PLAYOUT_FAIL,0,52,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Choko,Choko,ChokoState,OK,242,36,
Dama (Comoros),Dama (Comoros),DamaComorosState,PLAYOUT_FAIL,0,83,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Dama (Kenya),Dama (Kenya),DamaKenyaState,PLAYOUT_FAIL,0,83,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Dama,Dama,DamaState,PLAYOUT_FAIL,0,82,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Fenix,Fenix,FenixState,PLAYOUT_FAIL,0,97,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
HexDame,HexDame,HexDameState,PLAYOUT_FAIL,0,89,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Jumping Beans,Jumping Beans,JumpingBeansState,OK,101,42,
Kanguruh,Kanguruh,KanguruhState,PLAYOUT_FAIL,0,51,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Konane,Konane,KonaneState,OK,86,58,
Koruboddo,Koruboddo,KoruboddoState,PLAYOUT_FAIL,0,38,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Laram Wali,Laram Wali,LaramWaliState,OK,351,37,
Leap Frog,Leap Frog,LeapFrogState,OK,2500,44,
Louis XVI,Louis XVI,LouisXVIState,OK,926,77,
Mraha wa Bwe,Mraha wa Bwe,MrahaWaBweState,OK,242,32,
Natt Klab ash-Shawk,Natt Klab ash-Shawk,NattKlabAshShawkState,OK,151,28,
Omnidirectional Draughts,Omnidirectional Draughts,OmnidirectionalDraughtsState,PLAYOUT_FAIL,0,83,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.sitesToRemove()" is null
Queah Game,Queah Game,QueahGameState,OK,136,27,
Seesaw,Seesaw,SeesawState,OK,72,464,
T'oki,T'oki,TOkiState,OK,207,27,
Tablo,Tablo,TabloState,OK,2510,49,
Tama,Tama,TamaState,OK,102,67,
Tides,Tides,TidesState,PLAYOUT_FAIL,0,43,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Tre Guti,Tre Guti,TreGutiState,OK,31,29,
Xarajlt,Xarajlt,XarajltState,OK,2500,38,
Yote,Yote,YoteState,OK,116,27,
Zuz Mel (5x5),Zuz Mel (5x5),ZuzMel5x5State,PLAYOUT_FAIL,0,48,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Zuz Mel (7x7),Zuz Mel (7x7),ZuzMel7x7State,PLAYOUT_FAIL,0,42,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Chandaraki,Chandaraki,ChandarakiState,OK,455,159,
Chatrang,Chatrang,ChatrangState,OK,218,141,
Chatur,Chatur,ChaturState,OK,207,115,
Chaturanga (12x12),Chaturanga (12x12),Chaturanga12x12State,OK,575,445,
Chaturanga (14x14),Chaturanga (14x14),Chaturanga14x14State,OK,2500,2890,
Chaturanga (al-Adli),Chaturanga (al-Adli),ChaturangaAlAdliState,OK,391,99,
Chaturanga (Kridakausalya 14x14),Chaturanga (Kridakausalya 14x14),ChaturangaKridakausalya14x14State,OK,1082,1052,
Chaturanga (Kridakausalya),Chaturanga (Kridakausalya),ChaturangaKridakausalyaState,OK,194,93,
Chaturanga,Chaturanga,ChaturangaState,OK,872,125,
Cittabhramanrpasya Khelanam,Cittabhramanrpasya Khelanam,CittabhramanrpasyaKhelanamState,OK,161,144,
Hindustani Chess,Hindustani Chess,HindustaniChessState,OK,314,361,
Krida Buddhibalasrita,Krida Buddhibalasrita,KridaBuddhibalasritaState,OK,468,124,
Main Chator (Batak),Main Chator (Batak),MainChatorBatakState,OK,2500,206,
Main Chator (Selangor),Main Chator (Selangor),MainChatorSelangorState,OK,343,143,
Main Chator,Main Chator,MainChatorState,OK,179,96,
Mak Ruk,Mak Ruk,MakRukState,OK,2500,160,
Ouk Chatrang,Ouk Chatrang,OukChatrangState,OK,2500,221,
Parsi Chess,Parsi Chess,ParsiChessState,OK,348,849,
Persian Chess with a Queen,Persian Chess with a Queen,PersianChessWithAQueenState,OK,2500,190,
Qatranj,Qatranj,QatranjState,OK,2500,589,
Rumi Shatranj,Rumi Shatranj,RumiShatranjState,OK,2503,216,
Santaraj,Santaraj,SantarajState,OK,536,110,
Sarvatobhadra,Sarvatobhadra,?,START_FAIL,0,58,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Saxun,Saxun,SaxunState,OK,2500,156,
Shataranja,Shataranja,ShataranjaState,OK,344,318,
Shatr ikh Padan,Shatr ikh Padan,ShatrIkhPadanState,OK,2500,117,
Shatranj (12x12),Shatranj (12x12),Shatranj12x12State,OK,125,160,
Shatranj (14x14),Shatranj (14x14),Shatranj14x14State,OK,2500,932,
Shatranj (Algeria),Shatranj (Algeria),ShatranjAlgeriaState,OK,398,157,
Shatranj (Iraq),Shatranj (Iraq),ShatranjIraqState,OK,240,100,
Shatranj (Turkey),Shatranj (Turkey),ShatranjTurkeyState,OK,2500,164,
Shatranj al-Husun,Shatranj al-Husun,ShatranjAlHusunState,OK,576,250,
Shatranj al-Kabir,Shatranj al-Kabir,ShatranjAlKabirState,OK,460,8003,
Shatranj al-Mustatila,Shatranj al-Mustatila,?,START_FAIL,0,57,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Shatranj ar-Rumiya,Shatranj ar-Rumiya,ShatranjArRumiyaState,OK,2500,351,
Shatranj at-Tamma,Shatranj at-Tamma,ShatranjAtTammaState,OK,2500,307,
Shatranj Diwana Shah,Shatranj Diwana Shah,ShatranjDiwanaShahState,OK,101,108,
Shatranj,Shatranj,ShatranjState,OK,638,130,
Shatren,Shatren,ShatrenState,OK,201,163,
Shodra,Shodra,ShodraState,OK,286,121,
Sittuyin,Sittuyin,SittuyinState,OK,2510,314,
Tepong,Tepong,TepongState,OK,94,96,
Tsatsarandi,Tsatsarandi,TsatsarandiState,OK,2500,151,
1D Chess,1D Chess,G1DChessState,OK,15,23,
Acedrex (Alfonso),Acedrex (Alfonso),AcedrexAlfonsoState,OK,2500,164,
Acedrex de los Cuatros Tiempos,Acedrex de los Cuatros Tiempos,AcedrexDeLosCuatrosTiemposState,OK,5000,513,
Alice Chess,Alice Chess,AliceChessState,OK,22,118,
Amazon Chess,Amazon Chess,AmazonChessState,OK,372,152,
Atomic Chess,Atomic Chess,AtomicChessState,OK,99,238,
Beirut Chess,Beirut Chess,BeirutChessState,OK,423,170,
Brusky Chess,Brusky Chess,BruskyChessState,OK,448,270,
Chess,Chess,ChessState,OK,475,143,
Chessence,Chessence,ChessenceState,OK,25,68,
Chex,Chex,ChexState,OK,84,3729,
Currierspiel,Currierspiel,CurrierspielState,OK,2500,430,
Cylinder Chess,Cylinder Chess,CylinderChessState,OK,302,341,
De Vasa Chess,De Vasa Chess,DeVasaChessState,OK,542,321,
Dice Chess,Dice Chess,?,START_FAIL,0,65,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Double Chess,Double Chess,DoubleChessState,PLAYOUT_FAIL,0,142,NullPointerException: Cannot invoke "gnu.trove.set.hash.TIntHashSet.contains(int)" because the return value of "other.state.State.pendingValues()" is null
Dragonchess,Dragonchess,DragonchessState,OK,607,113,
Fischer Random Chess,Fischer Random Chess,FischerRandomChessState,OK,374,188,
Forcado,Forcado,ForcadoState,OK,2500,224,
Four-Player Chess,Four-Player Chess,FourPlayerChessState,OK,515,164,
Glinski Chess,Glinski Chess,GlinskiChessState,OK,603,85,
Grande Acedrex,Grande Acedrex,GrandeAcedrexState,OK,2500,138,
Half Chess,Half Chess,HalfChessState,OK,175,37,
Horde Chess,Horde Chess,HordeChessState,OK,575,89,
Korkserschach,Korkserschach,KorkserschachState,PLAYOUT_FAIL,0,87,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Kriegspiel (Chess),Kriegspiel (Chess),KriegspielChessState,MOVE_LIMIT,5000,5695,exceeded 5000 moves
Level Chess,Level Chess,LevelChessState,OK,821,272,
Lombard Chess,Lombard Chess,LombardChessState,OK,2500,53,
Long Assize,Long Assize,LongAssizeState,OK,348,48,
Loop Chess,Loop Chess,LoopChessState,OK,2516,152,
Los Alamos Chess,Los Alamos Chess,LosAlamosChessState,OK,180,41,
Maharajah Chess,Maharajah Chess,MaharajahChessState,OK,29,93,
McCooey Chess,McCooey Chess,McCooeyChessState,OK,450,88,
Medieval Chess,Medieval Chess,MedievalChessState,OK,298,46,
Mini Hexchess,Mini Hexchess,MiniHexchessState,OK,68,47,
Nodal Chess,Nodal Chess,NodalChessState,OK,316,170,
Official Football Chess,Official Football Chess,OfficialFootballChessState,OK,279,70,
Omega Chess,Omega Chess,OmegaChessState,OK,728,125,
Phase Chess,Phase Chess,PhaseChessState,OK,110,160,
Promotion Chess,Promotion Chess,PromotionChessState,OK,152,65,
Quick Chess,Quick Chess,QuickChessState,PLAYOUT_FAIL,5,51,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
Russian Fortress Chess,Russian Fortress Chess,RussianFortressChessState,OK,1582,599,
Scachs,Scachs,ScachsState,OK,376,80,
Schachzabel,Schachzabel,SchachzabelState,OK,2500,58,
Shafran Chess,Shafran Chess,ShafranChessState,OK,330,116,
Shakhmaty,Shakhmaty,ShakhmatyState,OK,2504,72,
Shatera,Shatera,ShateraState,MOVE_LIMIT,5000,126,exceeded 5000 moves
Short Assize,Short Assize,ShortAssizeState,OK,233,54,
Social Distance Chess,Social Distance Chess,SocialDistanceChessState,OK,680,97,
Spartan Chess,Spartan Chess,SpartanChessState,OK,228,114,
Starchess,Starchess,StarchessState,OK,180,58,
Stratomic,Stratomic,StratomicState,OK,663,192,
Symmetric Chess,Symmetric Chess,SymmetricChessState,OK,297,88,
Ultimate Chess,Ultimate Chess,UltimateChessState,OK,454,169,
Unachess,Unachess,UnachessState,OK,236,75,
Viking Chess,Viking Chess,VikingChessState,OK,250,53,
Wellisch Chess,Wellisch Chess,WellischChessState,OK,252,104,
Welschschach,Welschschach,WelschschachState,OK,2500,74,
Chu Seireigi,Chu Seireigi,ChuSeireigiState,OK,2703,797,
Dai Seireigi,Dai Seireigi,DaiSeireigiState,OK,2693,3109,
Dice Shogi,Dice Shogi,?,START_FAIL,0,180,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Hasami Shogi,Hasami Shogi,HasamiShogiState,OK,536,65,
Hexshogi,Hexshogi,HexshogiState,OK,2639,463,
Kyoto Shogi,Kyoto Shogi,KyotoShogiState,OK,2514,80,
Minishogi,Minishogi,MinishogiState,OK,2642,189,
Seireigi,Seireigi,SeireigiState,OK,2676,326,
Shogi,Shogi,ShogiState,OK,2663,284,
Tai Shogi,Tai Shogi,TaiShogiState,OK,2072,1707,
Taikyoku Shogi,Taikyoku Shogi,TaikyokuShogiState,OK,2576,3480,
Tenjiku Shogi,Tenjiku Shogi,TenjikuShogiState,OK,987,455,
Tobi Shogi,Tobi Shogi,TobiShogiState,OK,2500,68,
Unashogi,Unashogi,UnashogiState,OK,2552,479,
Yonin Seireigi,Yonin Seireigi,YoninSeireigiState,OK,422,6931,
Janggi,Janggi,JanggiState,OK,340,107,
Loop Xiangqi,Loop Xiangqi,LoopXiangqiState,OK,2500,404,
Manzhouqi,Manzhouqi,ManzhouqiState,OK,2500,115,
MiniXiangqi,MiniXiangqi,MiniXiangqiState,OK,2500,89,
Qi Guo Xiangxi,Qi Guo Xiangxi,QiGuoXiangxiState,OK,296,359,
Xiang Hex,Xiang Hex,XiangHexState,OK,2500,143,
Xiangqi,Xiangqi,XiangqiState,OK,2500,126,
A K'aak'il,A K'aak'il,?,START_FAIL,0,81,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ad elta stelpur,Ad elta stelpur,?,START_FAIL,0,101,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Addi Kul,Addi Kul,AddiKulState,OK,2500,50,
Aj Sakakil,Aj Sakakil,?,START_FAIL,0,53,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Aj Sayil,Aj Sayil,?,START_FAIL,0,53,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Aj Sina'anil,Aj Sina'anil,?,START_FAIL,0,59,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Aj T'iwil,Aj T'iwil,?,START_FAIL,0,38,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Annuvin,Annuvin,AnnuvinState,OK,2,53,
Apocalypse,Apocalypse,ApocalypseState,OK,34,32,
At-Tab wa-d-Dukk,At-Tab wa-d-Dukk,?,START_FAIL,0,56,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Awangdu,Awangdu,?,START_FAIL,0,34,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Barbarian,Barbarian,BarbarianState,OK,79,50,
Battleships,Battleships,BattleshipsState,PLAYOUT_FAIL,0,159,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Bheri Bakhri,Bheri Bakhri,?,START_FAIL,0,53,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Boolik,Boolik,?,START_FAIL,0,49,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Boxijn Barildaan,Boxijn Barildaan,BoxijnBarildaanState,OK,79,35,
Bul,Bul,?,START_FAIL,0,239,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Catapult,Catapult,CatapultState,OK,107,53,
Chaturaji,Chaturaji,?,START_FAIL,0,68,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Chukaray,Chukaray,?,START_FAIL,0,64,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Crusade,Crusade,CrusadeState,OK,38,34,
Daldos,Daldos,?,START_FAIL,0,27,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Daldosa,Daldosa,?,START_FAIL,0,30,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Deleb,Deleb,?,START_FAIL,0,232,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Diagonals (2002),Diagonals (2002),Diagonals2002State,OK,62,51,
Fang,Fang,FangState,OK,568,42,
Fission,Fission,FissionState,OK,27,39,
Four-Player Chaturanga (al-Biruni),Four-Player Chaturanga (al-Biruni),?,START_FAIL,0,70,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Icebreaker,Icebreaker,IcebreakerState,OK,72,98,
Issiren,Issiren,?,START_FAIL,0,40,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Ja-Jeon-Geo-Gonu,Ja-Jeon-Geo-Gonu,JaJeonGeoGonuState,OK,24,26,
KiKiBunBun,KiKiBunBun,KiKiBunBunState,PLAYOUT_FAIL,0,88,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Kioz,Kioz,?,START_FAIL,0,112,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Kiust Oyun,Kiust Oyun,?,START_FAIL,0,44,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Los Palos,Los Palos,?,START_FAIL,0,44,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Mapuche Game,Mapuche Game,?,START_FAIL,0,34,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Mehen,Mehen,?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
MensaSpiel,MensaSpiel,MensaSpielState,OK,95,1798,
NotChess,NotChess,NotChessState,OK,187,39,
Oust,Oust,OustState,OK,64,125,
Puluc,Puluc,?,START_FAIL,0,24,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Quad Wrangle,Quad Wrangle,QuadWrangleState,OK,160,43,
Rampart,Rampart,RampartState,OK,140,100,
Sahkku,Sahkku,?,START_FAIL,0,76,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (El Oued Capture),Sig (El Oued Capture),?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (Mauritania),Sig (Mauritania),?,START_FAIL,0,134,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (Mzab),Sig (Mzab),?,START_FAIL,0,54,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (Tidikelt),Sig (Tidikelt),?,START_FAIL,0,68,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (Tozeur),Sig (Tozeur),?,START_FAIL,0,45,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sig (Western Sahara),Sig (Western Sahara),?,START_FAIL,0,76,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Sijat El Taba,Sijat El Taba,?,START_FAIL,0,59,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Siryu (War),Siryu (War),?,START_FAIL,0,46,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Skirmish (GDL),Skirmish (GDL),SkirmishGDLState,OK,100,66,
Surakarta,Surakarta,SurakartaState,PLAYOUT_FAIL,0,29,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.contains(int)" because the return value of "other.state.State.propositions()" is null
Sweep Burrow,Sweep Burrow,SweepBurrowState,OK,62,1115,
Tab,Tab,?,START_FAIL,0,51,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tablas Astronomias,Tablas Astronomias,?,START_FAIL,0,38,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Tank Tactics,Tank Tactics,TankTacticsState,OK,143,51,
Tibetan Jiuqi,Tibetan Jiuqi,TibetanJiuqiState,PLAYOUT_FAIL,0,433,NullPointerException: Cannot invoke "gnu.trove.list.array.TIntArrayList.size()" because "sitesToRemove" is null
Toono,Toono,ToonoState,OK,43,28,
Triad,Triad,TriadState,OK,45,56,
Triple Tangle,Triple Tangle,TripleTangleState,OK,480,115,
Udat Pagada,Udat Pagada,?,START_FAIL,0,76,NullPointerException: Cannot load from object array because the return value of "other.state.State.currentDice()" is null
Zola,Zola,ZolaState,OK,50,133,
Cannon,Cannon,CannonState,OK,145,76,
Capture the Queen,Capture the Queen,CaptureTheQueenState,OK,21,67,
King And Courtesan,King And Courtesan,KingAndCourtesanState,OK,64,35,
Kriegsspiel,Kriegsspiel,KriegsspielState,PLAYOUT_FAIL,281,4436,NullPointerException: Cannot invoke "java.util.Map.get(Object)" because the return value of "other.state.State.mapRememberingValues()" is null
L'attaque,L'attaque,LAttaqueState,OK,150,134,
Let's Catch the Lion,Let's Catch the Lion,LetSCatchTheLionState,OK,8,32,
Lielow,Lielow,LielowState,OK,75,221,
Mini Wars,Mini Wars,MiniWarsState,OK,1707,3705,
Monkey Queen,Monkey Queen,MonkeyQueenState,OK,41,129,
Ploy,Ploy,PloyState,OK,329,76,
Rithmomachia,Rithmomachia,RithmomachiaState,OK,1580,1049,
Shogun,Shogun,ShogunState,OK,50,94,
Vanguard,Vanguard,VanguardState,OK,59,3060,
Clobber,Clobber,ClobberState,OK,63,41,
Press Ups,Press Ups,PressUpsState,OK,13,39,
Workers and Soldiers,Workers and Soldiers,WorkersAndSoldiersState,OK,1008,139,
Block,Block,BlockState,OK,15,2225,
Adhesion,Adhesion,AdhesionState,OK,555,340,
Affinage,Affinage,AffinageState,OK,23,1174,
Allemande,Allemande,AllemandeState,PLAYOUT_FAIL,0,200,NullPointerException: Cannot invoke "main.collections.FastTIntArrayList.add(int)" because the return value of "other.state.State.rememberingValues()" is null
Astralesce and Constellation,Astralesce and Constellation,AstralesceAndConstellationState,OK,45,111,
Branching Coral,Branching Coral,BranchingCoralState,OK,35,70,
Breakback,Breakback,BreakbackState,OK,2500,59,
Breakthrough Checkers,Breakthrough Checkers,BreakthroughCheckersState,OK,26,46,
Breakthrough Chess,Breakthrough Chess,BreakthroughChessState,OK,175,53,
Chains of Thought,Chains of Thought,ChainsOfThoughtState,OK,37,198,
Conflagration and Keep-a-riding,Conflagration and Keep-a-riding,ConflagrationAndKeepARidingState,OK,2500,91,
Dogtown Clans,Dogtown Clans,DogtownClansState,OK,36,99,
Don't Mosey and The Last Scavenger,Don't Mosey and The Last Scavenger,DonTMoseyAndTheLastScavengerState,OK,42,130,
Double-Move Situ,Double-Move Situ,DoubleMoveSituState,OK,21,86,
Double-Run Stone,Double-Run Stone,DoubleRunStoneState,OK,16,265,
Ecosys,Ecosys,EcosysState,OK,63,48,
